TotalRevenue,TotalOrders,FirstPurchase,LastPurchase,RetentionPeriodDays,AverageOrderValue,RevenueSegment,RegionSegment,RetentionPeriodYears,PurchaseFrequency,CLTV
2168.27,323,23-02-2010 11:14,15-11-2010 12:43,265,6.712910217,VIP,United Kingdom,0.726027397,444.8867925,2169
2422.02,246,10-12-2009 20:16,18-08-2010 16:54,250,9.845609756,VIP,United Kingdom,0.684931507,359.16,2423
246.5,20,25-11-2010 13:46,25-11-2010 13:46,0,12.325,Medium,United Kingdom,0,0,0
146.14,22,18-03-2010 13:16,18-03-2010 13:16,0,6.642727273,Medium,United Kingdom,0,0,0
7395.19,106,18-12-2009 15:08,22-11-2010 13:15,338,69.7659434,VIP,United Kingdom,0.926027397,114.4674556,7396
12633.18,457,16-12-2009 17:27,08-12-2010 14:46,356,27.64371991,VIP,United Kingdom,0.975342466,468.5533708,12634
158.65,41,16-12-2009 12:17,16-12-2009 12:17,0,3.869512195,Medium,United Kingdom,0,0,0
399.95,69,20-10-2010 12:47,31-10-2010 11:15,10,5.796376812,Medium,United Kingdom,0.02739726,2518.5,400
3548.34,145,03-06-2010 11:12,06-12-2010 14:55,186,24.47131034,VIP,United Kingdom,0.509589041,284.5430108,3549
116.26,51,13-12-2009 11:34,13-12-2009 11:34,0,2.279607843,Medium,United Kingdom,0,0,0
349.87,51,12-02-2010 12:34,07-07-2010 12:02,144,6.860196078,Medium,United Kingdom,0.394520548,129.2708333,350
1058.25,112,19-08-2010 12:38,23-11-2010 12:48,96,9.448660714,VIP,United Kingdom,0.263013699,425.8333333,1059
152.41,26,24-11-2010 14:48,24-11-2010 14:48,0,5.861923077,Medium,United Kingdom,0,0,0
210.58,25,01-02-2010 13:23,14-11-2010 12:39,285,8.4232,Medium,United Kingdom,0.780821918,32.01754386,211
12992.33,254,13-01-2010 14:59,09-12-2010 09:23,329,51.15090551,VIP,United Kingdom,0.901369863,281.7933131,12993
2368.34,151,04-12-2009 16:37,25-11-2010 14:53,355,15.68437086,VIP,United Kingdom,0.97260274,155.2535211,2369
171.81,7,17-11-2010 13:39,17-11-2010 13:39,0,24.54428571,Medium,United Kingdom,0,0,0
2268.44,238,20-12-2009 12:21,25-11-2010 19:36,340,9.531260504,VIP,United Kingdom,0.931506849,255.5,2269
344.61,37,19-09-2010 13:57,21-11-2010 14:35,63,9.313783784,Medium,United Kingdom,0.17260274,214.3650794,345
4098.04,218,05-01-2010 10:19,04-11-2010 18:40,303,18.79834862,VIP,United Kingdom,0.830136986,262.6072607,4099
16847.18,202,02-12-2009 15:16,16-11-2010 15:27,349,83.40188119,VIP,United Kingdom,0.956164384,211.260745,16848
151.4,8,12-04-2010 09:19,12-04-2010 09:19,0,18.925,Medium,United Kingdom,0,0,0
430.78,72,22-11-2010 12:10,01-12-2010 13:17,9,5.983055556,Medium,United Kingdom,0.024657534,2920,431
3126.36,167,15-12-2009 17:31,10-11-2010 12:13,329,18.72071856,VIP,United Kingdom,0.901369863,185.2735562,3127
1116.72,138,10-11-2010 14:26,08-12-2010 12:24,27,8.092173913,VIP,United Kingdom,0.073972603,1865.555556,1117
311.37,35,15-07-2010 11:10,15-07-2010 11:10,0,8.896285714,Medium,United Kingdom,0,0,0
2174.12,366,08-06-2010 14:52,28-11-2010 15:18,173,5.940218579,VIP,United Kingdom,0.473972603,772.1965318,2175
162.25,8,14-12-2009 12:48,14-12-2009 12:48,0,20.28125,Medium,United Kingdom,0,0,0
541.47,58,16-09-2010 20:04,31-10-2010 14:09,44,9.335689655,High,United Kingdom,0.120547945,481.1363636,542
259.09,16,26-10-2010 16:31,26-10-2010 16:31,0,16.193125,Medium,United Kingdom,0,0,0
3358.4,14,14-02-2010 12:38,20-06-2010 10:49,125,239.8857143,VIP,United Kingdom,0.342465753,40.88,3359
247.38,16,29-11-2010 11:10,29-11-2010 11:10,0,15.46125,Medium,United Kingdom,0,0,0
855.71,226,02-12-2009 11:53,15-07-2010 13:32,225,3.786327434,High,United Kingdom,0.616438356,366.6222222,856
114.4,28,06-09-2010 11:28,06-09-2010 11:28,0,4.085714286,Medium,United Kingdom,0,0,0
4615.72,298,28-01-2010 14:39,02-12-2010 12:47,307,15.48899329,VIP,United Kingdom,0.84109589,354.2996743,4616
135.33,31,03-12-2010 17:28,03-12-2010 17:28,0,4.365483871,Medium,United Kingdom,0,0,0
1079.1,12,12-04-2010 11:45,12-04-2010 11:51,0,89.925,VIP,United Kingdom,0,0,0
5146.45,637,06-12-2009 13:40,28-11-2010 13:56,357,8.079199372,VIP,United Kingdom,0.978082192,651.2745098,5147
158.09,23,23-04-2010 12:20,23-04-2010 12:20,0,6.873478261,Medium,United Kingdom,0,0,0
652.7,47,11-01-2010 13:16,14-10-2010 16:54,276,13.88723404,High,United Kingdom,0.756164384,62.1557971,653
1635.42,174,03-12-2009 15:15,26-11-2010 11:14,357,9.398965517,VIP,United Kingdom,0.978082192,177.8991597,1636
1243.75,114,07-06-2010 15:05,10-11-2010 14:04,155,10.91008772,VIP,United Kingdom,0.424657534,268.4516129,1244
162.4,13,26-03-2010 16:17,26-03-2010 16:17,0,12.49230769,Medium,United Kingdom,0,0,0
7267.83,773,06-12-2009 11:58,09-12-2010 16:53,368,9.402108668,VIP,United Kingdom,1.008219178,766.6983696,7268
202.68,23,10-03-2010 15:25,10-03-2010 15:25,0,8.812173913,Medium,United Kingdom,0,0,0
1109.4,62,20-05-2010 14:06,20-05-2010 14:06,0,17.89354839,VIP,United Kingdom,0,0,0
153.52,10,07-11-2010 10:14,07-11-2010 10:15,0,15.352,Medium,United Kingdom,0,0,0
1133.8,65,14-02-2010 12:22,21-11-2010 10:40,279,17.44307692,VIP,United Kingdom,0.764383562,85.03584229,1134
536.88,32,13-12-2009 15:17,11-10-2010 10:33,301,16.7775,High,United Kingdom,0.824657534,38.80398671,537
1459.02,144,28-01-2010 11:36,13-07-2010 11:57,166,10.13208333,VIP,United Kingdom,0.454794521,316.626506,1460
70.74,4,01-02-2010 15:58,02-09-2010 15:52,212,17.685,Low,United Kingdom,0.580821918,6.886792453,71
227.87,12,15-12-2009 14:53,12-11-2010 12:11,331,18.98916667,Medium,United Kingdom,0.906849315,13.2326284,228
2207.74,109,28-02-2010 10:55,14-11-2010 10:46,258,20.25449541,VIP,United Kingdom,0.706849315,154.2054264,2208
5105.32,455,28-03-2010 14:04,05-12-2010 12:57,251,11.22048352,VIP,United Kingdom,0.687671233,661.6533865,5106
3241.92,543,06-12-2009 12:10,18-11-2010 14:25,347,5.97038674,VIP,United Kingdom,0.950684932,571.167147,3242
1431.78,131,14-04-2010 14:38,24-11-2010 13:16,223,10.92961832,VIP,United Kingdom,0.610958904,214.4170404,1432
597.23,114,10-12-2009 14:19,31-03-2010 13:40,110,5.238859649,High,United Kingdom,0.301369863,378.2727273,598
774.84,183,01-09-2010 14:37,02-12-2010 15:46,92,4.234098361,High,United Kingdom,0.252054795,726.0326087,775
30.1,3,30-03-2010 12:50,30-03-2010 12:50,0,10.03333333,Low,United Kingdom,0,0,0
137.15,20,13-12-2009 16:17,16-12-2009 14:54,2,6.8575,Medium,United Kingdom,0.005479452,3650,138
923.03,113,03-10-2010 14:37,21-11-2010 15:38,49,8.16840708,High,United Kingdom,0.134246575,841.7346939,924
1375.39,225,07-02-2010 11:21,28-11-2010 11:00,293,6.112844444,VIP,United Kingdom,0.802739726,280.2901024,1376
4076.97,559,02-12-2009 12:19,08-12-2010 14:38,371,7.29332737,VIP,United Kingdom,1.016438356,549.9595687,4077
95.96,39,28-11-2010 15:04,28-11-2010 15:04,0,2.460512821,Low,United Kingdom,0,0,0
547.34,98,07-02-2010 12:16,05-11-2010 11:34,270,5.585102041,High,United Kingdom,0.739726027,132.4814815,548
1139.1,38,08-01-2010 10:02,26-04-2010 11:00,108,29.97631579,VIP,United Kingdom,0.295890411,128.4259259,1140
608.4,5,05-08-2010 08:44,12-11-2010 12:07,99,121.68,High,United Kingdom,0.271232877,18.43434343,609
579.6,4,31-01-2010 12:19,31-01-2010 12:19,0,144.9,High,United Kingdom,0,0,0
1496.6,87,12-04-2010 10:09,22-11-2010 14:49,224,17.20229885,VIP,United Kingdom,0.61369863,141.7633929,1497
217.9,7,04-02-2010 09:20,06-05-2010 09:23,91,31.12857143,Medium,United Kingdom,0.249315068,28.07692308,218
357.6,4,09-08-2010 12:27,09-08-2010 12:27,0,89.4,Medium,United Kingdom,0,0,0
1723.45,99,28-07-2010 11:46,09-12-2010 16:10,134,17.40858586,VIP,United Kingdom,0.367123288,269.6641791,1724
238.8,15,13-05-2010 13:10,13-05-2010 13:10,0,15.92,Medium,United Kingdom,0,0,0
307.34,22,08-10-2010 09:20,08-10-2010 09:20,0,13.97,Medium,United Kingdom,0,0,0
488.32,31,20-09-2010 10:15,20-09-2010 10:15,0,15.75225806,Medium,United Kingdom,0,0,0
1199.31,71,25-04-2010 11:50,07-10-2010 14:30,165,16.89169014,VIP,United Kingdom,0.452054795,157.0606061,1200
8183.56,462,01-12-2009 14:53,02-12-2010 10:39,365,17.71333333,VIP,United Kingdom,1,462,8184
1932.64,82,02-12-2009 09:35,06-12-2010 15:35,369,23.56878049,VIP,United Kingdom,1.010958904,81.11111111,1933
40,2,01-03-2010 16:02,01-03-2010 16:02,0,20,Low,United Kingdom,0,0,0
738.57,44,14-01-2010 14:03,01-12-2010 13:38,320,16.78568182,High,United Kingdom,0.876712329,50.1875,739
2310.83,68,02-03-2010 14:48,14-11-2010 15:27,257,33.98279412,VIP,United Kingdom,0.704109589,96.57587549,2311
1604.21,96,08-01-2010 12:16,14-06-2010 11:55,156,16.71052083,VIP,United Kingdom,0.42739726,224.6153846,1605
692.3,45,20-10-2010 10:10,20-10-2010 10:10,0,15.38444444,High,United Kingdom,0,0,0
1405.83,51,25-01-2010 14:50,21-11-2010 11:35,299,27.56529412,VIP,United Kingdom,0.819178082,62.25752508,1406
433.72,27,08-04-2010 12:51,08-04-2010 12:51,0,16.0637037,Medium,United Kingdom,0,0,0
3147.36,81,23-03-2010 11:13,28-09-2010 10:46,188,38.8562963,VIP,United Kingdom,0.515068493,157.2606383,3148
10974.23,478,02-12-2009 15:28,14-11-2010 12:07,346,22.95864017,VIP,United Kingdom,0.947945205,504.2485549,10975
317.11,13,27-09-2010 13:10,27-09-2010 13:10,0,24.39307692,Medium,United Kingdom,0,0,0
828.55,42,20-07-2010 13:16,08-11-2010 16:07,111,19.72738095,High,United Kingdom,0.304109589,138.1081081,829
389.18,29,26-10-2010 11:32,26-10-2010 11:32,0,13.42,Medium,United Kingdom,0,0,0
4143.05,241,04-03-2010 10:29,08-10-2010 14:35,218,17.19107884,VIP,United Kingdom,0.597260274,403.5091743,4144
2136.02,89,10-12-2009 14:46,11-11-2010 10:19,335,24.00022472,VIP,United Kingdom,0.917808219,96.97014925,2137
1702.14,107,15-06-2010 15:23,28-11-2010 12:23,165,15.90785047,VIP,United Kingdom,0.452054795,236.6969697,1703
391.72,31,14-10-2010 17:16,14-10-2010 17:16,0,12.63612903,Medium,United Kingdom,0,0,0
566.9,24,05-07-2010 11:56,08-09-2010 14:14,65,23.62083333,High,United Kingdom,0.178082192,134.7692308,567
2782.02,163,13-12-2009 13:39,08-12-2010 09:51,359,17.06760736,VIP,United Kingdom,0.983561644,165.724234,2783
2240.9,77,25-06-2010 11:39,15-09-2010 13:46,82,29.1025974,VIP,United Kingdom,0.224657534,342.7439024,2241
295.05,20,05-03-2010 14:30,05-03-2010 14:30,0,14.7525,Medium,United Kingdom,0,0,0
596.67,39,07-03-2010 14:52,07-03-2010 14:52,0,15.29923077,High,United Kingdom,0,0,0
4335.96,176,08-12-2009 17:51,18-07-2010 13:54,221,24.63613636,VIP,United Kingdom,0.605479452,290.678733,4336
311.1,19,21-11-2010 15:30,21-11-2010 15:30,0,16.37368421,Medium,United Kingdom,0,0,0
100.35,2,09-11-2010 08:58,09-11-2010 08:58,0,50.175,Medium,United Kingdom,0,0,0
719.82,32,19-05-2010 11:37,28-09-2010 15:10,132,22.494375,High,United Kingdom,0.361643836,88.48484848,720
574.23,26,15-12-2009 17:54,22-10-2010 08:24,310,22.08576923,High,United Kingdom,0.849315068,30.61290323,575
2265.2,25,08-04-2010 14:37,26-11-2010 11:52,231,90.608,VIP,United Kingdom,0.632876712,39.5021645,2266
639.76,44,13-04-2010 13:11,14-09-2010 09:05,153,14.54,High,United Kingdom,0.419178082,104.9673203,640
11411.92,279,14-12-2009 16:36,02-12-2010 15:40,352,40.90293907,VIP,United Kingdom,0.964383562,289.3039773,11412
3458.35,192,06-12-2009 15:31,08-11-2010 14:05,336,18.01223958,VIP,United Kingdom,0.920547945,208.5714286,3459
105.78,6,10-12-2009 11:51,10-12-2009 11:51,0,17.63,Medium,United Kingdom,0,0,0
443.16,16,10-10-2010 12:51,21-10-2010 18:36,11,27.6975,Medium,United Kingdom,0.030136986,530.9090909,444
526.97,50,25-10-2010 13:06,02-12-2010 16:59,38,10.5394,High,United Kingdom,0.104109589,480.2631579,527
169,11,20-10-2010 15:09,20-10-2010 15:09,0,15.36363636,Medium,United Kingdom,0,0,0
1354.35,10,17-11-2010 16:22,07-12-2010 10:06,19,135.435,VIP,United Kingdom,0.052054795,192.1052632,1355
553.88,36,21-03-2010 11:46,06-07-2010 10:41,106,15.38555556,High,United Kingdom,0.290410959,123.9622642,554
612.76,28,22-04-2010 13:26,15-10-2010 13:42,176,21.88428571,High,United Kingdom,0.482191781,58.06818182,613
1068.2,81,11-08-2010 16:58,17-11-2010 15:14,97,13.18765432,VIP,United Kingdom,0.265753425,304.7938144,1069
1399.37,68,03-12-2009 11:19,02-12-2010 10:53,363,20.57897059,VIP,United Kingdom,0.994520548,68.37465565,1400
226.04,10,24-02-2010 13:32,18-11-2010 10:51,266,22.604,Medium,United Kingdom,0.728767123,13.72180451,227
1212.13,71,05-02-2010 16:01,09-12-2010 09:49,306,17.07225352,VIP,United Kingdom,0.838356164,84.68954248,1213
906.15,39,10-05-2010 07:59,25-11-2010 08:21,199,23.23461538,High,United Kingdom,0.545205479,71.53266332,907
283.73,12,01-12-2009 13:49,16-02-2010 16:47,77,23.64416667,Medium,United Kingdom,0.210958904,56.88311688,284
867.6,53,28-02-2010 12:50,16-09-2010 18:09,200,16.36981132,High,United Kingdom,0.547945205,96.725,868
1764.86,171,14-03-2010 15:07,24-10-2010 14:08,223,10.32081871,VIP,United Kingdom,0.610958904,279.8878924,1765
632.94,67,01-08-2010 15:41,24-08-2010 16:14,23,9.446865672,High,United Kingdom,0.063013699,1063.26087,633
152.15,7,01-06-2010 15:34,01-06-2010 15:34,0,21.73571429,Medium,United Kingdom,0,0,0
45.3,3,14-12-2009 16:52,14-12-2009 16:52,0,15.1,Low,United Kingdom,0,0,0
3478.09,130,22-02-2010 14:28,14-09-2010 11:08,203,26.75453846,VIP,United Kingdom,0.556164384,233.7438424,3479
4501.63,237,08-12-2009 17:08,18-10-2010 12:46,313,18.99421941,VIP,United Kingdom,0.857534247,276.3738019,4502
218.35,14,31-10-2010 14:14,31-10-2010 14:14,0,15.59642857,Medium,United Kingdom,0,0,0
648.4,39,02-09-2010 12:08,14-10-2010 15:19,42,16.62564103,High,United Kingdom,0.115068493,338.9285714,649
1473.24,80,05-07-2010 12:49,09-11-2010 14:38,127,18.4155,VIP,United Kingdom,0.347945205,229.9212598,1474
3173.9,188,02-12-2009 12:15,08-12-2010 14:43,371,16.88244681,VIP,United Kingdom,1.016438356,184.9595687,3174
1563.54,35,24-05-2010 14:18,25-11-2010 15:07,185,44.67257143,VIP,United Kingdom,0.506849315,69.05405405,1564
318.24,25,21-01-2010 14:37,19-04-2010 15:30,88,12.7296,Medium,United Kingdom,0.24109589,103.6931818,319
330.79,16,23-08-2010 12:01,23-08-2010 12:01,0,20.674375,Medium,United Kingdom,0,0,0
173.95,11,04-12-2009 16:13,10-06-2010 18:51,188,15.81363636,Medium,United Kingdom,0.515068493,21.35638298,174
55.98,17,15-09-2010 13:43,15-09-2010 13:43,0,3.292941176,Low,United Kingdom,0,0,0
90,1,15-10-2010 13:50,15-10-2010 13:50,0,90,Low,United Kingdom,0,0,0
190.57,27,17-10-2010 12:06,17-10-2010 12:06,0,7.058148148,Medium,United Kingdom,0,0,0
266.93,15,01-04-2010 09:53,01-04-2010 09:53,0,17.79533333,Medium,United Kingdom,0,0,0
434.5,12,06-12-2009 16:01,10-11-2010 12:26,338,36.20833333,Medium,United Kingdom,0.926027397,12.95857988,435
37.5,1,18-02-2010 14:37,18-02-2010 14:37,0,37.5,Low,United Kingdom,0,0,0
4331.41,77,07-12-2009 15:43,09-12-2010 09:30,366,56.25207792,VIP,United Kingdom,1.002739726,76.78961749,4332
721.06,37,27-01-2010 10:56,21-04-2010 10:36,83,19.48810811,High,United Kingdom,0.22739726,162.7108434,722
1170.11,53,24-01-2010 14:36,12-10-2010 10:24,260,22.07754717,VIP,United Kingdom,0.712328767,74.40384615,1171
246.75,14,19-01-2010 09:10,19-01-2010 09:10,0,17.625,Medium,United Kingdom,0,0,0
46.2,2,25-03-2010 17:38,25-03-2010 17:38,0,23.1,Low,United Kingdom,0,0,0
140.39,30,26-01-2010 17:23,20-08-2010 14:50,205,4.679666667,Medium,Nigeria,0.561643836,53.41463415,141
1441.04,87,05-05-2010 14:51,25-07-2010 15:00,81,16.56367816,VIP,United Kingdom,0.221917808,392.037037,1442
969.19,101,10-10-2010 11:33,05-12-2010 11:12,55,9.595940594,High,United Kingdom,0.150684932,670.2727273,970
194.6,21,29-04-2010 18:31,29-04-2010 18:31,0,9.266666667,Medium,United Kingdom,0,0,0
898.87,110,18-10-2010 17:05,18-10-2010 17:05,0,8.171545455,High,United Kingdom,0,0,0
420.25,25,24-01-2010 12:13,01-06-2010 12:14,128,16.81,Medium,United Kingdom,0.350684932,71.2890625,421
2400.05,113,01-12-2009 11:17,25-11-2010 18:04,359,21.23938053,VIP,United Kingdom,0.983561644,114.8885794,2401
654.09,42,16-12-2009 09:41,08-12-2010 15:16,357,15.57357143,High,United Kingdom,0.978082192,42.94117647,655
453.93,14,02-06-2010 12:08,12-09-2010 14:22,102,32.42357143,Medium,United Kingdom,0.279452055,50.09803922,454
658.02,38,30-03-2010 12:17,02-06-2010 09:56,63,17.31631579,High,United Kingdom,0.17260274,220.1587302,659
1913.55,206,07-12-2009 12:42,05-12-2010 12:26,362,9.28907767,VIP,United Kingdom,0.991780822,207.7071823,1914
456.7,17,26-04-2010 10:41,14-10-2010 18:02,171,26.86470588,Medium,United Kingdom,0.468493151,36.28654971,457
293.79,18,17-06-2010 16:20,17-06-2010 16:20,0,16.32166667,Medium,United Kingdom,0,0,0
5165.9,839,01-12-2009 12:47,23-11-2010 13:07,357,6.157210965,VIP,United Kingdom,0.978082192,857.8011204,5166
140.49,25,07-06-2010 15:40,07-06-2010 15:40,0,5.6196,Medium,United Kingdom,0,0,0
3022.79,111,09-03-2010 15:05,20-09-2010 16:48,195,27.23234234,VIP,United Kingdom,0.534246575,207.7692308,3023
740,85,14-05-2010 12:55,24-10-2010 12:44,162,8.705882353,High,United Kingdom,0.443835616,191.5123457,740
92.6,6,04-11-2010 10:22,04-11-2010 10:22,0,15.43333333,Low,United Kingdom,0,0,0
321.91,23,14-11-2010 16:12,14-11-2010 16:12,0,13.99608696,Medium,United Kingdom,0,0,0
4212.65,384,24-01-2010 12:12,17-11-2010 13:49,297,10.97044271,VIP,United Kingdom,0.81369863,471.9191919,4213
544.6,12,21-09-2010 14:46,25-11-2010 10:39,64,45.38333333,High,United Kingdom,0.175342466,68.4375,545
107.55,6,01-11-2010 13:44,04-11-2010 16:07,3,17.925,Medium,United Kingdom,0.008219178,730,108
605.7,41,04-10-2010 14:15,23-11-2010 10:41,49,14.77317073,High,United Kingdom,0.134246575,305.4081633,606
125.3,8,04-06-2010 10:10,04-06-2010 10:10,0,15.6625,Medium,United Kingdom,0,0,0
1387.95,90,04-02-2010 10:10,02-12-2010 15:00,301,15.42166667,VIP,United Kingdom,0.824657534,109.1362126,1388
923.85,17,10-06-2010 14:25,29-09-2010 11:40,110,54.34411765,High,United Kingdom,0.301369863,56.40909091,924
327.68,19,14-10-2010 13:38,14-10-2010 13:38,0,17.24631579,Medium,United Kingdom,0,0,0
1767.12,100,30-09-2010 14:19,30-09-2010 14:20,0,17.6712,VIP,United Kingdom,0,0,0
8560.55,323,10-12-2009 15:52,02-12-2010 12:50,356,26.50325077,VIP,United Kingdom,0.975342466,331.1657303,8561
208.62,12,31-03-2010 11:55,07-09-2010 16:21,160,17.385,Medium,United Kingdom,0.438356164,27.375,209
156.87,41,30-03-2010 15:25,30-03-2010 15:25,0,3.826097561,Medium,United Kingdom,0,0,0
1553.17,126,18-01-2010 11:21,29-11-2010 10:50,314,12.32674603,VIP,United Kingdom,0.860273973,146.4649682,1554
465.45,16,16-09-2010 16:52,16-09-2010 16:55,0,29.090625,Medium,United Kingdom,0,0,0
4330.461,356,01-12-2009 17:19,08-12-2010 12:11,371,12.16421629,VIP,United Kingdom,1.016438356,350.2425876,4331
1380.44,130,06-12-2009 13:08,05-09-2010 12:44,272,10.61876923,VIP,United Kingdom,0.745205479,174.4485294,1381
1557.96,195,08-09-2010 11:56,02-12-2010 09:43,84,7.989538462,VIP,United Kingdom,0.230136986,847.3214286,1558
2579.04,103,22-02-2010 13:31,03-08-2010 09:15,161,25.0392233,VIP,United Kingdom,0.44109589,233.5093168,2580
3628.87,230,04-12-2009 08:24,25-11-2010 14:25,356,15.77769565,VIP,United Kingdom,0.975342466,235.8146067,3629
2225.94,148,10-06-2010 13:47,18-11-2010 10:45,160,15.04013514,VIP,United Kingdom,0.438356164,337.625,2226
577.89,10,02-12-2009 10:08,16-07-2010 10:37,226,57.789,High,United Kingdom,0.619178082,16.15044248,578
13916.34,2,19-03-2010 11:35,19-03-2010 11:45,0,6958.17,VIP,Norway,0,0,0
143.05,5,23-09-2010 09:33,23-09-2010 09:33,0,28.61,Medium,United Kingdom,0,0,0
1223.11,69,18-08-2010 13:58,01-10-2010 14:07,44,17.72623188,VIP,United Kingdom,0.120547945,572.3863636,1224
370.63,25,11-02-2010 10:25,11-02-2010 10:25,0,14.8252,Medium,United Kingdom,0,0,0
516,15,26-01-2010 15:55,09-09-2010 13:51,225,34.4,High,United Kingdom,0.616438356,24.33333333,516
14687.06,1181,03-12-2009 12:10,20-08-2010 15:58,260,12.43612193,VIP,United Kingdom,0.712328767,1657.942308,14688
32451.6,94,11-12-2009 09:58,03-12-2010 15:16,357,345.2297872,VIP,United Kingdom,0.978082192,96.10644258,32452
321.45,18,06-04-2010 11:47,06-04-2010 11:47,0,17.85833333,Medium,United Kingdom,0,0,0
1006.54,28,15-01-2010 12:14,14-04-2010 13:56,89,35.94785714,VIP,United Kingdom,0.243835616,114.8314607,1007
280.88,16,17-10-2010 13:33,17-10-2010 13:33,0,17.555,Medium,United Kingdom,0,0,0
138.84,37,26-10-2010 15:27,26-10-2010 15:27,0,3.752432432,Medium,United Kingdom,0,0,0
1017.54,85,21-02-2010 12:57,17-10-2010 12:59,238,11.97105882,VIP,United Kingdom,0.652054795,130.3571429,1018
45.6,2,18-03-2010 07:32,18-03-2010 07:32,0,22.8,Low,United Kingdom,0,0,0
715.5,18,20-05-2010 10:37,08-11-2010 14:37,172,39.75,High,United Kingdom,0.471232877,38.19767442,716
307.95,17,04-10-2010 15:10,04-10-2010 15:10,0,18.11470588,Medium,United Kingdom,0,0,0
124.08,8,25-06-2010 15:55,02-09-2010 16:40,69,15.51,Medium,United Kingdom,0.189041096,42.31884058,125
1399.36,18,05-10-2010 15:43,05-10-2010 15:43,0,77.74222222,VIP,United Kingdom,0,0,0
848.33,43,05-02-2010 14:42,29-08-2010 10:38,204,19.72860465,High,United Kingdom,0.55890411,76.93627451,849
3640.96,142,15-12-2009 16:28,25-11-2010 16:55,345,25.64056338,VIP,United Kingdom,0.945205479,150.2318841,3641
3582.62,199,21-06-2010 10:13,18-10-2010 08:11,118,18.00311558,VIP,United Kingdom,0.323287671,615.5508475,3583
221.83,14,19-07-2010 12:48,19-07-2010 12:48,0,15.845,Medium,United Kingdom,0,0,0
1610.71,113,26-03-2010 11:21,04-10-2010 14:42,192,14.2540708,VIP,United Kingdom,0.526027397,214.8177083,1611
1995.65,92,08-03-2010 09:41,28-06-2010 12:04,112,21.69184783,VIP,United Kingdom,0.306849315,299.8214286,1996
933.84,57,31-03-2010 09:42,05-11-2010 08:21,218,16.38315789,High,United Kingdom,0.597260274,95.43577982,934
1433.96,18,01-12-2009 12:54,26-11-2010 10:36,359,79.66444444,VIP,United Kingdom,0.983561644,18.30083565,1434
777,15,02-12-2009 15:10,03-12-2009 13:04,0,51.8,High,United Kingdom,0,0,0
1369.86,89,18-01-2010 11:31,05-10-2010 15:17,260,15.39168539,VIP,United Kingdom,0.712328767,124.9423077,1370
2463.02,161,31-03-2010 13:10,30-11-2010 10:40,243,15.29826087,VIP,United Kingdom,0.665753425,241.8312757,2464
613.68,4,27-01-2010 13:12,07-05-2010 15:09,100,153.42,High,United Kingdom,0.273972603,14.6,614
1535.37,83,27-01-2010 11:55,04-08-2010 09:13,188,18.49843373,VIP,United Kingdom,0.515068493,161.143617,1536
537.2,56,17-10-2010 14:26,17-10-2010 14:26,0,9.592857143,High,United Kingdom,0,0,0
530.18,115,31-03-2010 13:17,12-09-2010 16:17,165,4.61026087,High,United Kingdom,0.452054795,254.3939394,531
1513.84,43,01-02-2010 16:29,20-09-2010 13:08,230,35.2055814,VIP,United Kingdom,0.630136986,68.23913043,1514
4660.75,230,10-12-2009 12:57,19-11-2010 11:27,343,20.26413043,VIP,United Kingdom,0.939726027,244.7521866,4661
913.62,40,11-02-2010 15:32,27-10-2010 13:04,257,22.8405,High,United Kingdom,0.704109589,56.80933852,914
14482.03,632,01-12-2009 16:30,05-12-2010 13:05,368,22.91460443,VIP,United Kingdom,1.008219178,626.8478261,14483
758.67,23,22-06-2010 14:23,06-09-2010 13:20,75,32.98565217,High,United Kingdom,0.205479452,111.9333333,759
1607.06,77,04-02-2010 18:18,18-11-2010 10:44,286,20.87090909,VIP,United Kingdom,0.783561644,98.26923077,1608
1557.38,156,16-11-2010 16:46,09-12-2010 15:29,22,9.983205128,VIP,United Kingdom,0.060273973,2588.181818,1558
3400.33,84,15-12-2009 13:40,30-09-2010 13:30,288,40.48011905,VIP,United Kingdom,0.789041096,106.4583333,3401
689.11,26,15-04-2010 14:31,11-11-2010 17:55,210,26.50423077,High,United Kingdom,0.575342466,45.19047619,690
144.15,11,15-06-2010 12:54,15-06-2010 13:36,0,13.10454545,Medium,United Kingdom,0,0,0
2766.4,152,14-06-2010 13:31,15-10-2010 11:07,122,18.2,VIP,United Kingdom,0.334246575,454.7540984,2767
340.5,11,30-04-2010 12:58,30-04-2010 12:58,0,30.95454545,Medium,United Kingdom,0,0,0
2029.34,137,18-03-2010 11:08,04-10-2010 15:14,200,14.81270073,VIP,United Kingdom,0.547945205,250.025,2030
954.59,32,06-12-2009 15:12,03-08-2010 16:08,240,29.8309375,High,United Kingdom,0.657534247,48.66666667,955
3882.17,155,08-12-2009 15:12,02-12-2010 15:08,358,25.04625806,VIP,United Kingdom,0.980821918,158.0307263,3883
890.94,26,25-06-2010 15:10,12-09-2010 13:20,78,34.26692308,High,United Kingdom,0.21369863,121.6666667,891
943.97,51,20-05-2010 17:00,20-05-2010 17:00,0,18.50921569,High,United Kingdom,0,0,0
1957.98,116,08-01-2010 11:25,02-12-2010 13:08,328,16.87913793,VIP,United Kingdom,0.898630137,129.0853659,1958
1108.82,74,29-11-2010 16:41,29-11-2010 16:41,0,14.98405405,VIP,United Kingdom,0,0,0
80.4,5,02-12-2009 11:59,02-12-2009 11:59,0,16.08,Low,United Kingdom,0,0,0
